Nom,Prénom,Email,Numéro_Téléphone,Adresse,Date_de_naissance,Sexe,État_civil,Nationalité,Langues,Diplôme,Année_diplôme,Établissement,Expérience_professionnelle,Certifications,Compétences
TUOXN,SQFYT,65C3064D@example.com,6787818000.0,2AFD3C50-2 Street,1969-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Master,2011,Université Lyon,Développement de solutions de gestion de la chaîne de production dans l'industrie.,Certification en développement web et programmation Python.,Développement
XGSAD,XQZZV,38E507C3@example.com,6314048000.0,101B1861-B Street,1985-01-21,Homme,Divorcé(e),Française,"Français, Espagnol",BTS,2004,Université Paris,Responsable de la gestion des liquidités et des stocks de monnaie pour assurer la stabilité financière.,Certification en gestion de projet Agile.,Gestion
GHNDN,XZMPD,038B0BD2@example.com,667751200.0,F7AF8DEC-E Street,2003-01-21,Femme,Divorcé(e),Anglaise,"Français, Anglais",Master,2015,Université Lyon,Formation des équipes à l’utilisation d’outils d’analyse décisionnelle.,Certification en gestion de projet Agile.,Gestion
FGIMD,OYVHB,F310E765@example.com,6236124000.0,F9AF6E94-3 Street,2002-01-21,Femme,Célibataire,Française,"Anglais, Allemand",BTS,2002,École Supérieure de Commerce,J'ai utilisé Git pour gérer les versions des fichiers de configuration dans les projets de développement.,Certification en développement web et programmation Python.,Développement
PDBSI,XMJMR,5372155B@example.com,6573938000.0,70A63AFB-E Street,1976-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2004,École Supérieure de Commerce,Développement d’un outil Power BI pour l’analyse des ventes et des performances de l’équipe de vente.,Certification en développement web et programmation Python.,Développement
XSGDR,WGLDQ,ADACEF12@example.com,6223654000.0,A61C3352-1 Street,1978-01-21,Homme,Célibataire,Française,"Français, Espagnol",Master,2014,École Supérieure de Commerce,Développement de solutions CRM personnalisées en fonction des besoins spécifiques de l'entreprise et de ses clients.,Certification en marketing digital et stratégies de contenu.,Marketing
MCYHM,GEJVF,A4AD3D20@example.com,642751200.0,EEA8ED20-8 Street,1977-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Licence,2000,Université Lyon,Suivi et évaluation de l'impact des campagnes publicitaires Facebook sur les objectifs marketing globaux.,Certification en marketing digital et stratégies de contenu.,Marketing
UNBAQ,QHJUP,4A5773FA@example.com,6335148000.0,12AF73E9-D Street,1993-01-21,Autre,Célibataire,Française,"Français, Anglais",Master,2000,Université Paris,J'ai intégré des icônes SVG en les stylisant avec CSS.,Certification en développement web et programmation Python.,Développement
IOOHM,IKIGK,BCED43F1@example.com,6777615000.0,83D1FFD2-5 Street,1979-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Licence,2019,Université Lyon,Création d'une plateforme d'analyse des réseaux sociaux avec des API de Twitter et Facebook.,Certification en développement web et programmation Python.,Développement
IZWGV,GSYYO,386152CD@example.com,6363016000.0,C46B6704-6 Street,1997-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",Licence,2001,École Supérieure de Commerce,J'ai mis en œuvre des stratégies d'e-mailing pour augmenter le taux de rétention des clients.,Certification en marketing digital et stratégies de contenu.,Marketing
NVJRR,CLDEJ,41EBB148@example.com,648827900.0,65A71733-9 Street,2005-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Licence,2003,Université Lyon,Gestion des affaires marketing et des projets de communication d'entreprise.,Certification en gestion de projet Agile.,Gestion
HIRWN,NKOZL,0A69CBFF@example.com,6712781000.0,A4AC8B9B-E Street,1972-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Master,2019,Université Paris,Mise en place de protocoles pour assurer la transparence et la conformité dans la gestion des contrats fournisseurs.,Certification en gestion de projet Agile.,Gestion
STUAF,EXVEE,A5326232@example.com,6287187000.0,659CB244-2 Street,2003-01-21,Femme,Célibataire,Française,"Français, Espagnol",Licence,2003,École Supérieure de Commerce,"Gestionnaire des systèmes de gestion de la qualité, mise en place de normes de qualité et suivi des résultats.",Certification en gestion de projet Agile.,Gestion
PABVF,WWDMG,B5DEF1E1@example.com,6735973000.0,27B7B063-0 Street,1968-01-21,Femme,Célibataire,Française,"Français, Espagnol",Licence,2019,Université Paris,J'ai utilisé des outils d'analyse SEM pour générer des rapports détaillés et des recommandations stratégiques.,Certification en marketing digital et stratégies de contenu.,Marketing
CSKDI,LDOKT,80DB4334@example.com,610051600.0,55A2B367-B Street,2003-01-21,Femme,Célibataire,Anglaise,"Anglais, Allemand",BTS,2018,Université Paris,J'ai dirigé des initiatives stratégiques grâce à un leadership proactif et une vision claire.,Certification en gestion de projet Agile.,Gestion
SJDCB,GQNVJ,30715B8D@example.com,6156640000.0,A42E64EB-8 Street,1995-01-21,Femme,Divorcé(e),Française,"Français, Espagnol",Master,2010,Université Lyon,J'ai créé des prévisions budgétaires pour de nouveaux projets et initiatives.,Certification en gestion de projet Agile.,Gestion
VSKGS,YTHCI,640140A8@example.com,692924300.0,E0E1F664-5 Street,1975-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",Master,2019,Université Paris,Création et gestion de campagnes de relance sur Mailchimp pour améliorer l'engagement des clients.,Certification en marketing digital et stratégies de contenu.,Marketing
DWBQH,EMGFC,01125FAE@example.com,6564936000.0,5CA152B6-D Street,1971-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2018,École Supérieure de Commerce,J'ai assuré la gestion du versionning de l'API avec Git et des branches dédiées à chaque fonctionnalité.,Certification en développement web et programmation Python.,Développement
GTLVD,IGANW,892350E1@example.com,6928872000.0,BA10C295-A Street,1979-01-21,Femme,Marié(e),Espagnole,"Français, Anglais",Licence,2000,Université Lyon,J'ai dirigé la stratégie de branding pour une entreprise en pleine croissance sur le marché local.,Certification en marketing digital et stratégies de contenu.,Marketing
SQLSA,NWWHY,E6BA0A87@example.com,6389508000.0,32728A5A-8 Street,1997-01-21,Homme,Marié(e),Espagnole,"Anglais, Allemand",Master,2005,Université Lyon,Débogage dans des environnements de test pour garantir une transition fluide vers la production.,Certification en développement web et programmation Python.,Développement
CZTHP,TVHMW,83D5E881@example.com,6578527000.0,D29DE58F-F Street,1975-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",Master,2007,Université Paris,Pilotage des projets et gestion des priorités avec JIRA.,Certification en développement web et programmation Python.,Développement
FONOS,KJVGW,7153DBD4@example.com,6146475000.0,4CF2BF6B-2 Street,1978-01-21,Femme,Célibataire,Anglaise,"Français, Anglais",Master,2008,Université Lyon,Suivi des affaires dans le secteur des technologies pour garantir l'innovation.,Certification en gestion de projet Agile.,Gestion
FYVOK,YJMOC,06CC83D3@example.com,6929746000.0,ECA2F277-A Street,2005-01-21,Autre,Marié(e),Espagnole,"Français, Anglais",Master,2003,Université Paris,Optimiser les pages de destination pour améliorer les taux de conversion.,Certification en marketing digital et stratégies de contenu.,Marketing
TKSJM,ABGAX,BEE66A21@example.com,6547102000.0,ED335799-7 Street,1997-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",Master,2012,École Supérieure de Commerce,J'ai dirigé la conduite du changement pour renforcer la culture d'entreprise et améliorer l'engagement des employés.,Certification en gestion de projet Agile.,Gestion
XVLFD,HUDYH,1877FB02@example.com,6893019000.0,5D327F17-7 Street,1986-01-21,Homme,Célibataire,Anglaise,"Anglais, Allemand",Master,2008,Université Paris,Optimisation des processus de traitement des événements dans des systèmes distribués avec Kafka.,Certification en développement web et programmation Python.,Développement
HXXRN,TLIUY,8B2D80A8@example.com,6989671000.0,3A339BEA-C Street,1999-01-21,Femme,Divorcé(e),Anglaise,"Français, Anglais",BTS,2011,Université Lyon,Mise en place de tests unitaires dans le cadre du cycle de développement logiciel agile.,Certification en développement web et programmation Python.,Développement
IJUWL,BQISZ,C62AFD20@example.com,6375514000.0,93DCCC4E-0 Street,1987-01-21,Autre,Marié(e),Espagnole,"Français, Espagnol",BTS,2013,Université Lyon,Supervision des services d'assistance pour les assurés en cas de sinistre.,Certification en gestion de projet Agile.,Gestion
TVUQY,CUFPI,760D0BBA@example.com,6155724000.0,6354C5CC-E Street,1974-01-21,Autre,Divorcé(e),Espagnole,"Français, Espagnol",Master,2006,Université Lyon,Amélioration du SEO sur les réseaux sociaux à travers l'intégration des données issues des outils SEO pour une stratégie de contenu harmonisée.,Certification en marketing digital et stratégies de contenu.,Marketing
BSUIU,AKFCF,3E689EAA@example.com,6503764000.0,DA38C45E-7 Street,1973-01-21,Homme,Marié(e),Française,"Français, Espagnol",Licence,2005,Université Lyon,J'ai dirigé la conduite du changement en réorganisant les processus internes pour améliorer l'efficacité organisationnelle.,Certification en gestion de projet Agile.,Gestion
WSJTI,GMBLD,62539247@example.com,6920306000.0,7C44D391-D Street,1997-01-21,Femme,Célibataire,Française,"Français, Anglais",Master,2011,Université Lyon,Personnalisation de l'expérience client en fonction des informations collectées dans le CRM pour augmenter la satisfaction.,Certification en marketing digital et stratégies de contenu.,Marketing
JQWOP,MFNIJ,0837B8A7@example.com,6970047000.0,1A8F36BE-8 Street,2002-01-21,Homme,Divorcé(e),Anglaise,"Français, Anglais",BTS,2006,Université Paris,Tests unitaires pour valider les comportements attendus des composants dans une architecture logicielle.,Certification en développement web et programmation Python.,Développement
XETAC,LDLFD,73852911@example.com,6991328000.0,6E9946AF-D Street,1974-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Licence,2007,Université Lyon,Suivi de la gestion des opérations pour améliorer la réactivité et l'efficacité des processus internes.,Certification en gestion de projet Agile.,Gestion
GIOMY,HFONV,67A63395@example.com,63023300.0,29E40A5A-9 Street,1991-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Licence,2013,Université Paris,J'ai développé des scripts d'automatisation pour améliorer l'efficacité DevOps.,Certification en développement web et programmation Python.,Développement
XABEZ,XLPGI,F1911B88@example.com,626861200.0,D45F6B6B-7 Street,2004-01-21,Homme,Divorcé(e),Française,"Français, Anglais",BTS,2014,Université Paris,Conception et gestion de bases de données adaptées aux besoins des applications mobiles.,Certification en développement web et programmation Python.,Développement
LFLCO,MEAVR,823EF1E3@example.com,6641127000.0,C45DD41E-1 Street,1972-01-21,Homme,Célibataire,Anglaise,"Français, Anglais",BTS,2018,Université Lyon,Suivi de l'impact des campagnes de publicité en ligne sur les objectifs commerciaux de l'entreprise.,Certification en marketing digital et stratégies de contenu.,Marketing
XUYOZ,NIOQB,987D8934@example.com,6350576000.0,42E84758-7 Street,1983-01-21,Femme,Marié(e),Espagnole,"Français, Anglais",Master,2013,Université Paris,Exploitation des données comportementales pour créer des segments d'audience et personnaliser les campagnes de manière plus précise.,Certification en marketing digital et stratégies de contenu.,Marketing
WPYBJ,CSZPF,D86D6E1E@example.com,6112266000.0,607F7E5A-4 Street,1974-01-21,Femme,Divorcé(e),Espagnole,"Français, Anglais",Licence,2007,École Supérieure de Commerce,Mise en place de systèmes de gestion des connaissances pour favoriser l'échange de bonnes pratiques.,Certification en gestion de projet Agile.,Gestion
LBDQD,PJVEY,B1B535EE@example.com,6840435000.0,BACF1799-2 Street,1986-01-21,Femme,Marié(e),Française,"Français, Anglais",BTS,2019,Université Paris,Amélioration continue de la gestion des bases de données en fonction des retours d'expérience des utilisateurs.,Certification en développement web et programmation Python.,Développement
UROFH,TWZXX,C5705B23@example.com,6372077000.0,DC325390-A Street,1988-01-21,Homme,Célibataire,Française,"Anglais, Allemand",Master,2004,Université Paris,Conception et mise en œuvre de tableaux de bord financiers interactifs.,Certification en gestion de projet Agile.,Gestion
XCHVW,LTJWL,55EB4207@example.com,6417662000.0,203AFCC5-F Street,1999-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2011,Université Paris,J'ai utilisé le leadership pour guider l'entreprise dans des périodes de transformation digitale.,Certification en gestion de projet Agile.,Gestion
MRDCG,RPOVU,F4DCC3B7@example.com,6951543000.0,6853D487-0 Street,1996-01-21,Autre,Marié(e),Anglaise,"Français, Espagnol",Licence,2008,Université Paris,J'ai géré l'administration des outils de communication interne pour favoriser la collaboration au sein de l'équipe.,Certification en gestion de projet Agile.,Gestion
TCTXR,FQUYC,F4F6B206@example.com,6914995000.0,6A57961D-C Street,1999-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Licence,2017,Université Lyon,Développement de scripts d’automatisation de processus sous PyCharm.,Certification en développement web et programmation Python.,Développement
UMEBR,TEIAG,E01351A3@example.com,6695084000.0,3E4F5C53-8 Street,1988-01-21,Homme,Divorcé(e),Anglaise,"Français, Anglais",Master,2003,Université Lyon,Gestion des communications par email avec un ciblage précis pour augmenter le taux d'ouverture.,Certification en marketing digital et stratégies de contenu.,Marketing
ZKITM,PSNHS,FDA79B2B@example.com,6300133000.0,5C89F880-6 Street,1992-01-21,Femme,Marié(e),Anglaise,"Français, Anglais",BTS,2015,Université Lyon,Développement de solutions personnalisées d’analyse décisionnelle.,Certification en gestion de projet Agile.,Gestion
DSMGY,OMWOT,DC83BD60@example.com,6757083000.0,BFAAE52C-C Street,1987-01-21,Femme,Marié(e),Espagnole,"Français, Espagnol",BTS,2006,École Supérieure de Commerce,Création d'une stratégie de contenu pour stimuler l'interaction avec les utilisateurs.,Certification en marketing digital et stratégies de contenu.,Marketing
